customer_id,customer_name,email,phone,city,state,signup_date,customer_segment
CUST00050,ANAYA PATEL,anaya.patel50@gmail.com,8443872264,Bhopal,Madhya Pradesh,2024/02/19,Regular
CUST00051,Reyansh Smith,reyansh.smith51@yahoo.com,7630650165,Indore,Madhya Pradesh,2024/10/29,premium
CUST00052,William Brown,william.brown52@mail.com,8512990369,Indore,Madhya Pradesh,29-05-2024,regular
CUST00053,Kiara Johnson,kiara.johnson53@gmail.com,7699550021,Ahmedabad,Gujarat,26-01-2022,Regular
CUST00054,ARYAN GARCIA,aryan.garcia54@mail.com,9902080160,Ahmedabad,Gujarat,28/07/2023,premium
CUST00055,ISHAAN WILSON,ishaan.wilson55@gmail.com,8132411682,Ahmedabad,Gujarat,11/23/2021,Premium
CUST00056,Ananya Miller,ananya.miller56@yahoo.com,7604856763,lucknow,Uttar Pradesh,11-12-2023,premium
CUST00057,Aditya Anderson,,6830040870,Bhopal,Madhya Pradesh,23 Jul 2024,premium
CUST00058,aadhya brown,aadhya.brown58@yahoo.com,6234360915,nagpur,Maharashtra,2024/12/03,Regular
CUST00059,Alexander Patel,alexander.patel59@mail.com,6988256872,delhi,Delhi,2023-07-15,premium
CUST00060,Alexander Smith,alexander.smith60@gmail.com,9170135921,Mumbai,Maharashtra,2023-03-10,Premium
CUST00061,Reyansh Wilson,reyansh.wilson61@gmail.com,9151592119,Surat,Gujarat,02 Jul 2021,New
CUST00062,Sophia Johnson,sophia.johnson62@yahoo.com,6896127318,Vadodara,Gujarat,18 Apr 2022,Regular
CUST00063,aditya rao,aditya.rao63@yahoo.com,9871443460,Kolkata,West Bengal,30 Mar 2022,premium
CUST00064,Alexander Davis,alexander.davis64@outlook.com,7486886743,Indore,Madhya Pradesh,04-09-2021,premium
CUST00065,Alexander Patel,alexander.patel65@yahoo.com,99640,Surat,Gujarat,09-07-2024,Regular
CUST00066,Saanvi Patel,saanvi.patel66@outlook.com,9292399773,Bhopal,Madhya Pradesh,11/25/2022,VIP
CUST00067,Rohan Gupta,rohan.gupta67@mail.com,6539196085,Ahmedabad,Gujarat,04/12/2023,New
CUST00068,James Davis,james.davis68@mail.com,9766378908,DELHI,Delhi,2022-10-29,premium
CUST00069,Saanvi Wilson,saanvi.wilson69@mail.com,6818494947,Bhopal,Madhya Pradesh,2024-01-30,premium
CUST00070,Ishaan Williams,ishaan.williams70@mail.com,7467674476,PATNA,Bihar,08/24/2022,premium
CUST00071,Aryan Miller,aryan.miller71@yahoo.com,9745401958,delhi,Delhi,25-06-2023,VIP
CUST00072,Isabella Nair,isabella.nair72@outlook.com,9394103594,Surat,Gujarat,26/12/2023,VIP
CUST00073,Vihaan Patel,vihaan.patel73@mail.com,8313250824,Indore,Madhya Pradesh,2024/02/26,VIP
CUST00074,Henry Williams,henry.williams74@gmail.com,8183546470,Agra,Uttar Pradesh,2024/11/28,Premium
CUST00075,John Sharma,john.sharma75@yahoo.com,6439740334,Indore,Madhya Pradesh,05-12-2022,regular
CUST00076,evelyn gupta,evelyn.gupta76@gmail.com,6847803291,chennai,Tamil Nadu,27-10-2024,VIP
CUST00077,Henry Sharma,,7639109879,Hyderabad,Telangana,02/04/2024,premium
CUST00078,Lucas Brown,lucas.brown78@outlook.com,6500636145,nashik,Maharashtra,2022/05/14,regular
CUST00079,Isabella Rao,isabella.rao79@gmail.com,9196248006,Nashik,Maharashtra,05 Oct 2023,Regular
CUST00080,benjamin davis,benjamin.davis80@gmail.com,8339314901,Ludhiana,Punjab,2023-08-04,Regular
CUST00081,Mia Brown,mia.brown81_at_mail.com,8644989272,JAIPUR,Rajasthan,0000-00-00,VIP
CUST00082,Vivaan Kumar,vivaan.kumar82@outlook.com,7459800080,Agra,Uttar Pradesh,12 Nov 2023,Premium
CUST00083,vihaan wilson,vihaan.wilson83@mail.com,8532845746,Vadodara,Gujarat,05-05-2022,VIP
CUST00084,Henry Williams,henry.williams84@outlook.com,7318788403,Mumbai,Maharashtra,2023-11-27,Regular
CUST00085,Lucas Patel,lucas.patel85@mail.com,6781249622,kanpur,Uttar Pradesh,02-07-2022,Premium
CUST00086,Kiara Williams,kiara.williams86@outlook.com,87737,Agra,Uttar Pradesh,2022-01-12,Regular
CUST00087,Anaya Singh,anaya.singh87@gmail.com,8519618529,Mumbai,Maharashtra,10-10-2023,Regular
CUST00088,William Smith,william.smith88@mail.com,9291853043,Nashik,Maharashtra,08/18/2021,Regular
CUST00089,Alexander Garcia,alexander.garcia89@gmail.com,9307066016,ludhiana,Punjab,01/08/2021,regular
CUST00090,Myra Sharma,myra.sharma90@outlook.com,8387323147,Kolkata,West Bengal,12/20/2021,New
CUST00091,Charlotte Brown,charlotte.brown91@mail.com,8837722327,Jaipur,Rajasthan,28/08/2023,Regular
CUST00092,Myra Miller,myra.miller92@mail.com,7976057581,Hyderabad,Telangana,09/11/2024,VIP
CUST00093,Arjun Jones,arjun.jones93@yahoo.com,7730146055,NASHIK,Maharashtra,05/06/2024,New
CUST00094,Ananya Johnson,ananya.johnson94@yahoo.com,7255735166,Hyderabad,Telangana,04-07-2021,New
CUST00095,John Iyer,john.iyer95@gmail.com,8210509713,Nashik,Maharashtra,11/15/2021,regular
CUST00096,John Reddy,john.reddy96@yahoo.com,9394651349,Hyderabad,Telangana,29-12-2023,Premium
CUST00097,Riya Sharma,riya.sharma97@gmail.com,6139737245,VADODARA,Gujarat,2021-09-03,New
CUST00098,James Rao,james.rao98@outlook.com,9697483848,Patna,Bihar,11/20/2024,Regular
CUST00099,kabir johnson,kabir.johnson99@gmail.com,9248964957,lucknow,Uttar Pradesh,24/11/2023,Premium
CUST00100,Lucas Sharma,lucas.sharma100@gmail.com,9151543246,Bengaluru,Karnataka,12/07/2022,New
CUST00101,SAANVI KUMAR,saanvi.kumar101@mail.com,8908564991,Indore,Madhya Pradesh,17 Dec 2023,premium
CUST00102,Charlotte Nair,charlotte.nair102@outlook.com,9383266009,bengaluru,Karnataka,2023/06/07,regular
CUST00103,MYRA PATEL,myra.patel103@gmail.com,9819942770,nagpur,Maharashtra,04 Jul 2022,VIP
CUST00104,Noah Smith,noah.smith104@outlook.com,9239651408,Kanpur,Uttar Pradesh,08/13/2023,VIP
CUST00105,PARI BROWN,pari.brown105@yahoo.com,9258151146,Hyderabad,Telangana,0000-00-00,Premium
CUST00106,Amelia Jones,amelia.jones106@outlook.com,9480562915,Ahmedabad,Gujarat,09/05/2023,regular
CUST00107,Ishaan Verma,ishaan.verma107@mail.com,7303419997,Nashik,Maharashtra,2023-01-01,regular
CUST00108,Kiara Gupta,kiara.gupta108@yahoo.com,7356374256,Hyderabad,Telangana,12/31/2022,Premium
CUST00109,ISHAAN IYER,ishaan.iyer109@outlook.com,8473268212,nashik,Maharashtra,2023/01/25,premium
CUST00110,Ira Iyer,ira.iyer110@yahoo.com,8456649049,Ahmedabad,Gujarat,11-07-2021,premium
CUST00111,Arjun Singh,arjun.singh111@gmail.com,9624316008,Patna,Bihar,25/01/2022,Regular
CUST00112,Amelia Davis,amelia.davis112@yahoo.com,9427064197,Lucknow,Uttar Pradesh,28/12/2023,VIP
CUST00113,anaya johnson,anaya.johnson113_at_mail.com,7656016860,Nashik,Maharashtra,0000-00-00,Regular
CUST00114,James Iyer,james.iyer114@yahoo.com,6485924214,Bengaluru,Karnataka,2022/07/16,VIP
CUST00115,BENJAMIN DAVIS,benjamin.davis115@yahoo.com,7519861213,Jaipur,Rajasthan,10/03/2023,Premium
CUST00116,KABIR BROWN,kabir.brown116@mail.com,7409676308,Mumbai,Maharashtra,01 Apr 2024,premium
CUST00117,ABIGAIL GARCIA,abigail.garcia117@yahoo.com,7116742210,Kolkata,West Bengal,2023-01-15,regular
CUST00118,Aarav Verma,aarav.verma118@outlook.com,8192345517,AHMEDABAD,Gujarat,0000-00-00,VIP
CUST00119,Michael Iyer,michael.iyer119@mail.com,9380526766,Nashik,Maharashtra,13/03/2023,Premium
CUST00120,Rohan Reddy,rohan.reddy120@outlook.com,7427487069,Agra,Uttar Pradesh,12/22/2024,VIP
CUST00121,Amelia Jones,amelia.jones121@outlook.com,7602917984,Bhopal,Madhya Pradesh,2023-10-24,VIP
CUST00122,James Patel,james.patel122@yahoo.com,8723116455,Ahmedabad,Gujarat,2024-12-07,regular
CUST00123,Sophia Kumar,sophia.kumar123@mail.com,6158353824,Jaipur,Rajasthan,20 Jan 2022,New
CUST00124,Emma Verma,emma.verma124@gmail.com,9853307914,AHMEDABAD,Gujarat,2024/08/09,premium
CUST00125,aryan rao,aryan.rao125@outlook.com,6769654032,Hyderabad,Telangana,30 Oct 2021,Regular
CUST00126,Myra Gupta,myra.gupta126@mail.com,6159757124,Surat,Gujarat,21 Sep 2023,VIP
CUST00127,Abigail Jones,abigail.jones127@gmail.com,8252134379,Pune,Maharashtra,05/30/2022,regular
CUST00128,RIYA GUPTA,riya.gupta128@mail.com,6849098886,bhopal,Madhya Pradesh,2023-10-16,VIP
CUST00129,Aarav Wilson,aarav.wilson129@outlook.com,6145775539,Kanpur,Uttar Pradesh,2022-03-27,VIP
CUST00130,Michael Davis,michael.davis130@yahoo.com,6650878040,Ahmedabad,Gujarat,2023/06/05,premium
CUST00131,Rohan Nair,rohan.nair131@outlook.com,6504288204,Nashik,Maharashtra,2022/06/19,regular
CUST00132,,rohan.smith132@outlook.com,91482,Chennai,Tamil Nadu,2022/10/02,Regular
CUST00133,aadhya iyer,aadhya.iyer133@gmail.com,6911548967,BENGALURU,Karnataka,2021/10/19,regular
CUST00134,olivia anderson,olivia.anderson134@gmail.com,6505475993,Agra,Uttar Pradesh,2024/07/28,Premium
CUST00135,Diya Singh,diya.singh135@mail.com,8192361447,Hyderabad,Telangana,05/08/2022,Regular
CUST00136,Henry Garcia,henry.garcia136@gmail.com,6304157942,Agra,Uttar Pradesh,10 Feb 2024,regular
CUST00137,Arjun Jones,arjun.jones137@mail.com,9236571776,SURAT,Gujarat,07 Jan 2022,Regular
CUST00138,Aadhya Rao,aadhya.rao138@outlook.com,8409311735,Agra,Uttar Pradesh,10/22/2022,regular
CUST00139,Lucas Gupta,lucas.gupta139@mail.com,9134654722,JAIPUR,Rajasthan,30-07-2022,New
CUST00140,Emma Verma,emma.verma140@yahoo.com,9471348848,INDORE,Madhya Pradesh,22 Oct 2024,premium
CUST00141,ROHAN NAIR,rohan.nair141@gmail.com,8798294005,PATNA,Bihar,26-02-2023,Premium
CUST00142,William Sharma,william.sharma142@mail.com,8561406882,Ludhiana,Punjab,24/03/2022,Regular
CUST00143,Emma Brown,emma.brown143@gmail.com,9343874566,LUDHIANA,Punjab,2024/08/21,Regular
CUST00144,Vihaan Patel,vihaan.patel144@gmail.com,9437290100,Pune,Maharashtra,2023-02-03,Premium
CUST00145,arjun nair,arjun.nair145@yahoo.com,7336531677,Surat,Gujarat,06 Jul 2023,regular
CUST00146,John Garcia,john.garcia146@gmail.com,6400415621,Ahmedabad,Gujarat,2024-05-16,Premium
CUST00147,Aryan Verma,aryan.verma147@yahoo.com,62226,Delhi,Delhi,2022-12-20,New
CUST00148,Abigail Williams,abigail.williams148_at_mail.com,6147690834,NAGPUR,Maharashtra,0000-00-00,premium
CUST00149,Michael Sharma,michael.sharma149@outlook.com,89130,Nashik,Maharashtra,2023-11-20,VIP
CUST00150,harper williams,harper.williams150@outlook.com,6555089389,Agra,Uttar Pradesh,2024/05/12,New
CUST00151,Kiara Kumar,kiara.kumar151@gmail.com,7191844510,LUDHIANA,Punjab,10/02/2023,New
CUST00152,ANAYA ANDERSON,anaya.anderson152@gmail.com,7997647951,CHENNAI,Tamil Nadu,2023-12-10,VIP
CUST00153,Liam Garcia,liam.garcia153@yahoo.com,9396831273,ludhiana,Punjab,20/03/2023,Regular
CUST00154,Charlotte Kumar,charlotte.kumar154@yahoo.com,9349830146,Delhi,Delhi,27/06/2022,premium
CUST00155,AADHYA VERMA,,7680294485,Nashik,Maharashtra,2022-10-08,New
CUST00156,Kiara Reddy,kiara.reddy156@outlook.com,6176657833,Surat,Gujarat,04/04/2022,Regular
CUST00157,Olivia Miller,olivia.miller157@outlook.com,9412322106,Agra,Uttar Pradesh,06 Aug 2021,Regular
CUST00158,Noah Wilson,noah.wilson158@outlook.com,9805512080,Nagpur,Maharashtra,22 Nov 2021,Regular
CUST00159,Henry Garcia,henry.garcia159@mail.com,9751870820,vadodara,Gujarat,15 May 2024,VIP
CUST00160,Kiara Smith,kiara.smith160@yahoo.com,8589434256,Hyderabad,Telangana,21/10/2022,VIP
CUST00161,Harper Davis,harper.davis161@gmail.com,8582075743,pune,Maharashtra,08/24/2024,Premium
CUST00162,Rohan Anderson,rohan.anderson162@outlook.com,9187516357,Vadodara,Gujarat,14-04-2022,regular
CUST00163,Mia Sharma,mia.sharma163@yahoo.com,6897633403,Delhi,Delhi,15-11-2023,Regular
CUST00164,Amelia Williams,amelia.williams164@mail.com,8864486473,LUCKNOW,Uttar Pradesh,2023/05/05,regular
CUST00165,Michael Jones,michael.jones165@mail.com,6410623993,Ahmedabad,Gujarat,25 Jun 2022,premium
CUST00166,aarav wilson,aarav.wilson166@outlook.com,7570929255,Agra,Uttar Pradesh,2023-01-08,Regular
CUST00167,amelia wilson,amelia.wilson167@mail.com,82537,Kolkata,West Bengal,13/11/2023,regular
CUST00168,Riya Singh,riya.singh168@gmail.com,8281806799,Jaipur,Rajasthan,07-11-2024,Regular
CUST00169,harper davis,harper.davis169@yahoo.com,8107156607,Mumbai,Maharashtra,07/11/2023,Premium
CUST00170,Amelia Kumar,amelia.kumar170@mail.com,9577176303,Patna,Bihar,2022/12/05,Regular
CUST00171,Michael Patel,michael.patel171@yahoo.com,7396468739,Vadodara,Gujarat,2021-11-13,premium
CUST00172,Amelia Smith,amelia.smith172@yahoo.com,9781286134,Pune,Maharashtra,2022/03/22,regular
CUST00173,Liam Kumar,liam.kumar173@mail.com,7241510509,BENGALURU,Karnataka,2024-05-07,premium
CUST00174,Abigail Reddy,abigail.reddy174@yahoo.com,6777559423,kanpur,Uttar Pradesh,02/03/2024,regular
CUST00175,Riya Miller,riya.miller175@mail.com,7683485601,Hyderabad,Telangana,06/09/2022,Regular
CUST00176,BENJAMIN SMITH,benjamin.smith176@yahoo.com,6442422662,Kanpur,Uttar Pradesh,09/08/2023,premium
CUST00177,Kiara Sharma,kiara.sharma177@outlook.com,6165287000,Lucknow,Uttar Pradesh,12/02/2022,premium
CUST00178,Anaya Verma,anaya.verma178@outlook.com,9431260784,Pune,Maharashtra,2024-08-30,Premium
CUST00179,ABIGAIL ANDERSON,abigail.anderson179@outlook.com,9961584268,LUCKNOW,Uttar Pradesh,07-06-2023,regular
CUST00180,diya singh,diya.singh180@mail.com,8501450537,KOLKATA,West Bengal,2024-07-21,premium
CUST00181,Amelia Gupta,amelia.gupta181@mail.com,74236,Pune,Maharashtra,08/23/2021,New
CUST00182,ROHAN NAIR,rohan.nair182@gmail.com,61216,Ludhiana,Punjab,11/04/2024,Premium
CUST00183,Alexander Rao,alexander.rao183@outlook.com,7394258670,Hyderabad,Telangana,12/08/2022,premium
CUST00184,James Garcia,james.garcia184@outlook.com,85106,Patna,Bihar,08/30/2023,New
CUST00185,VIVAAN WILLIAMS,vivaan.williams185@yahoo.com,9790221180,ahmedabad,Gujarat,12/26/2024,Regular
CUST00186,Reyansh Kumar,reyansh.kumar186@mail.com,8163278782,Jaipur,Rajasthan,2023-10-06,New
CUST00187,Henry Anderson,henry.anderson187@mail.com,8910715800,Patna,Bihar,06/07/2024,VIP
CUST00188,Liam Davis,liam.davis188@gmail.com,9503389825,mumbai,Maharashtra,05/12/2022,regular
CUST00189,KABIR VERMA,kabir.verma189@mail.com,6250179318,LUDHIANA,Punjab,19/10/2023,VIP
CUST00190,Pari Davis,pari.davis190@outlook.com,8251953364,Kolkata,West Bengal,11/23/2024,premium
CUST00191,Emma Kumar,emma.kumar191@yahoo.com,9441114921,AHMEDABAD,Gujarat,2024/02/03,Regular
CUST00192,Ishaan Garcia,ishaan.garcia192@mail.com,6738290623,KANPUR,Uttar Pradesh,03-08-2024,Premium
CUST00193,isabella wilson,isabella.wilson193@outlook.com,7702489740,Kolkata,West Bengal,20/11/2021,regular
CUST00194,Henry Gupta,henry.gupta194@yahoo.com,6454506806,Agra,Uttar Pradesh,04 Nov 2024,New
CUST00195,liam reddy,liam.reddy195_at_yahoo.com,8198073715,Nashik,Maharashtra,11/04/2022,Premium
CUST00196,Vihaan Kumar,vihaan.kumar196@mail.com,7637273677,Pune,Maharashtra,08/05/2024,VIP
CUST00197,Amelia Smith,amelia.smith197@gmail.com,8780505229,Ahmedabad,Gujarat,27/11/2023,regular
CUST00198,Harper Brown,harper.brown198@outlook.com,6927580907,Indore,Madhya Pradesh,26-08-2022,regular
CUST00199,Ananya Sharma,ananya.sharma199@yahoo.com,9729415010,HYDERABAD,Telangana,0000-00-00,New
CUST00200,Pari Miller,pari.miller200@mail.com,7394391911,Agra,Uttar Pradesh,2021/08/16,premium
CUST00201,Ananya Miller,,8857674720,AHMEDABAD,Gujarat,12/01/2021,VIP
CUST00202,Vihaan Smith,vihaan.smith202@gmail.com,8803413874,Mumbai,Maharashtra,2023/04/27,premium
CUST00203,evelyn johnson,evelyn.johnson203@gmail.com,9169744792,vadodara,Gujarat,2022-04-13,premium
CUST00204,Diya Davis,diya.davis204@mail.com,9434110361,Kanpur,Uttar Pradesh,2022-02-11,New
CUST00205,mia patel,mia.patel205@gmail.com,9299349714,Mumbai,Maharashtra,2022-05-27,Regular
CUST00206,KIARA RAO,kiara.rao206@yahoo.com,7157268351,Surat,Gujarat,14-06-2022,New
CUST00207,Pari Reddy,pari.reddy207@yahoo.com,6384053184,Kanpur,Uttar Pradesh,09/12/2024,New
CUST00208,Saanvi Verma,saanvi.verma208@mail.com,6472504153,Surat,Gujarat,2022/08/13,New
CUST00209,Reyansh Davis,reyansh.davis209@yahoo.com,9223800483,Chennai,Tamil Nadu,13 Feb 2024,Premium
CUST00210,Evelyn Verma,evelyn.verma210@outlook.com,9270457051,lucknow,Uttar Pradesh,05/05/2023,premium
CUST00211,Mia Garcia,mia.garcia211@yahoo.com,6737346037,indore,Madhya Pradesh,10/09/2023,VIP
CUST00212,Liam Williams,liam.williams212@outlook.com,8919450756,vadodara,Gujarat,21 Jan 2022,VIP
CUST00213,Vivaan Singh,vivaan.singh213@yahoo.com,8709872762,Ahmedabad,Gujarat,28-04-2023,Regular
CUST00214,Mia Williams,mia.williams214@yahoo.com,8284757079,Bengaluru,Karnataka,2022/06/28,Premium
CUST00215,Harper Johnson,harper.johnson215@gmail.com,6690374468,Kolkata,West Bengal,07-02-2024,premium
CUST00216,Ishaan Williams,ishaan.williams216@yahoo.com,6930282074,SURAT,Gujarat,11/01/2023,regular
CUST00217,Evelyn Sharma,evelyn.sharma217@yahoo.com,8496353078,Vadodara,Gujarat,2021-06-18,regular
CUST00218,rohan miller,rohan.miller218@yahoo.com,9464628392,Chennai,Tamil Nadu,0000-00-00,Premium
CUST00219,James Singh,james.singh219@yahoo.com,9599206945,Kanpur,Uttar Pradesh,2022-01-08,premium
CUST00220,Rohan Wilson,,6553609821,SURAT,Gujarat,11/02/2023,New
CUST00221,Liam Smith,liam.smith221@outlook.com,6670921009,Bengaluru,Karnataka,18 Apr 2022,Regular
CUST00222,Noah Anderson,noah.anderson222@mail.com,9230514870,Bhopal,Madhya Pradesh,06/07/2023,Regular
CUST00223,Riya Sharma,riya.sharma223@outlook.com,9579715798,DELHI,Delhi,2024/10/17,Regular
CUST00224,Ananya Patel,ananya.patel224@gmail.com,6562890681,Kanpur,Uttar Pradesh,2024/01/09,premium
CUST00225,Henry Jones,henry.jones225@gmail.com,8754288322,HYDERABAD,Telangana,2023/08/06,regular
CUST00226,isabella williams,isabella.williams226@gmail.com,9998564400,Hyderabad,Telangana,12 Jul 2022,regular
CUST00227,Kiara Verma,kiara.verma227@outlook.com,6395050028,Chennai,Tamil Nadu,02-01-2023,regular
CUST00228,pari sharma,pari.sharma228@mail.com,8395030606,NASHIK,Maharashtra,28/03/2023,Regular
CUST00229,Abigail Rao,abigail.rao229@mail.com,7681386019,Ludhiana,Punjab,07/10/2021,New
CUST00230,Charlotte Reddy,charlotte.reddy230@yahoo.com,9809419607,Bengaluru,Karnataka,29-12-2024,VIP
CUST00231,Amelia Johnson,amelia.johnson231@outlook.com,6131744717,Agra,Uttar Pradesh,2022-05-22,regular
CUST00232,riya garcia,riya.garcia232@mail.com,8506334876,Hyderabad,Telangana,30 Dec 2021,VIP
CUST00233,Saanvi Williams,saanvi.williams233@mail.com,7442956891,Hyderabad,Telangana,03/27/2023,regular
CUST00234,mia rao,mia.rao234@mail.com,64096,Lucknow,Uttar Pradesh,01/21/2024,premium
CUST00235,James Brown,,8248790594,Vadodara,Gujarat,2021-11-26,regular
CUST00236,Kiara Singh,kiara.singh236@mail.com,9897752993,Nagpur,Maharashtra,19-07-2024,regular
CUST00237,Kiara Singh,kiara.singh237@mail.com,7242431913,mumbai,Maharashtra,12 Aug 2022,regular
CUST00238,KIARA SINGH,kiara.singh238@mail.com,7271011192,Bengaluru,Karnataka,29 Jun 2021,premium
CUST00239,William Patel,william.patel239@mail.com,9868578864,Ludhiana,Punjab,02/08/2021,VIP
CUST00240,Aditya Johnson,aditya.johnson240@mail.com,6560193439,Hyderabad,Telangana,2022-04-09,New
CUST00241,Olivia Brown,olivia.brown241@outlook.com,6325577036,Lucknow,Uttar Pradesh,13-11-2021,VIP
CUST00242,Emma Rao,emma.rao242@mail.com,7710133596,DELHI,Delhi,28/03/2022,Premium
CUST00243,riya rao,riya.rao243@yahoo.com,6822927518,Ahmedabad,Gujarat,2022/04/11,regular
CUST00244,Myra Wilson,,7874317498,vadodara,Gujarat,24/09/2023,VIP
CUST00245,Evelyn Davis,evelyn.davis245@outlook.com,6796188973,Vadodara,Gujarat,2024/02/27,Premium
CUST00246,Emma Iyer,emma.iyer246@outlook.com,9797928604,Patna,Bihar,2024/01/11,regular
CUST00247,Amelia Iyer,amelia.iyer247@yahoo.com,9453814126,Jaipur,Rajasthan,2024-07-22,regular
CUST00248,Vihaan Jones,vihaan.jones248@yahoo.com,8840558696,pune,Maharashtra,25 Sep 2022,premium
