customer_id,customer_name,email,phone,city,state,signup_date,customer_segment
Cust00024,Ananya Williams,Ananya.Williams24_At_Outlook.Com,8190992937.0,Ahmedabad,Gujarat,2023-10-04,Regular
Cust00025,Liam Williams,Liam.Williams25@Outlook.Com,8675984517.0,Hyderabad,Telangana,2023-11-30,Premium
Cust00026,Aarav Johnson,Aarav.Johnson26@Yahoo.Com,8523640548.0,Lucknow,Uttar Pradesh,2021-08-18,Premium
Cust00027,Kabir Brown,Kabir.Brown27@Mail.Com,8448845506.0,Nagpur,Maharashtra,2024-07-04,Premium
Cust00028,Ishaan Sharma,Ishaan.Sharma28@Yahoo.Com,8155877346.0,Lucknow,Uttar Pradesh,2023-11-11,Regular
Cust00029,Reyansh Brown,Reyansh.Brown29@Yahoo.Com,8367862922.0,Hyderabad,Telangana,2022-12-06,Premium
Cust00030,Ishaan Davis,Ishaan.Davis30@Yahoo.Com,8346299407.0,Nagpur,Maharashtra,,New
Cust00031,Diya Patel,Diya.Patel31@Gmail.Com,8338129347.0,Patna,Bihar,2021-10-18,Regular
Cust00032,Pari Johnson,Pari.Johnson32@Mail.Com,,Lucknow,Uttar Pradesh,2022-08-23,New
Cust00033,Anaya Miller,Anaya.Miller33@Outlook.Com,9833324339.0,Ahmedabad,Gujarat,2023-04-24,New
Cust00034,Olivia Iyer,Olivia.Iyer34@Outlook.Com,9240107634.0,Nashik,Maharashtra,2022-02-16,Regular
Cust00035,Diya Jones,Diya.Jones35@Gmail.Com,7423707839.0,Kolkata,West Bengal,2024-11-06,Premium
Cust00036,Anaya Garcia,Anaya.Garcia36@Outlook.Com,9568286479.0,Indore,Madhya Pradesh,2024-05-22,Regular
Cust00037,Rohan Rao,Rohan.Rao37@Gmail.Com,8895336885.0,Patna,Bihar,2024-06-09,Regular
Cust00038,William Williams,,8735776226.0,Vadodara,Gujarat,2024-01-03,Regular
Cust00039,Riya Nair,Riya.Nair39@Gmail.Com,,Ahmedabad,Gujarat,2023-01-04,Premium
Cust00040,Myra Garcia,Myra.Garcia40_At_Gmail.Com,7448495661.0,Ludhiana,Punjab,2022-12-07,Premium
Cust00041,Vihaan Sharma,Vihaan.Sharma41@Outlook.Com,8374864174.0,Ludhiana,Punjab,2024-09-21,Regular
Cust00042,Alexander Garcia,Alexander.Garcia42@Yahoo.Com,7318955963.0,Nagpur,Maharashtra,2022-04-29,Vip
Cust00043,Liam Patel,Liam.Patel43@Mail.Com,8302786799.0,Chennai,Tamil Nadu,2023-01-13,Regular
Cust00044,Diya Patel,Diya.Patel44@Yahoo.Com,6207625222.0,Ahmedabad,Gujarat,2021-07-09,Regular
Cust00045,Aditya Kumar,Aditya.Kumar45@Yahoo.Com,9950833480.0,Hyderabad,Telangana,2024-06-29,Premium
Cust00046,Liam Wilson,Liam.Wilson46@Mail.Com,6265907416.0,Ludhiana,Punjab,2022-12-14,Premium
Cust00047,Riya Gupta,Riya.Gupta47@Mail.Com,9343390582.0,Ahmedabad,Gujarat,2023-06-08,Premium
Cust00048,Kabir Miller,Kabir.Miller48@Yahoo.Com,7483656443.0,Lucknow,Uttar Pradesh,2022-02-12,New
Cust00049,Ananya Brown,Ananya.Brown49@Outlook.Com,8816479341.0,Nashik,Maharashtra,2023-01-23,New
Cust00050,Anaya Patel,Anaya.Patel50@Gmail.Com,8443872264.0,Bhopal,Madhya Pradesh,2024-02-19,Regular
Cust00051,Reyansh Smith,Reyansh.Smith51@Yahoo.Com,7630650165.0,Indore,Madhya Pradesh,2024-10-29,Premium
Cust00052,William Brown,William.Brown52@Mail.Com,8512990369.0,Indore,Madhya Pradesh,2024-05-29,Regular
Cust00053,Kiara Johnson,Kiara.Johnson53@Gmail.Com,7699550021.0,Ahmedabad,Gujarat,2022-01-26,Regular
Cust00054,Aryan Garcia,Aryan.Garcia54@Mail.Com,9902080160.0,Ahmedabad,Gujarat,2023-07-28,Premium
Cust00055,Ishaan Wilson,Ishaan.Wilson55@Gmail.Com,8132411682.0,Ahmedabad,Gujarat,2021-11-23,Premium
Cust00056,Ananya Miller,Ananya.Miller56@Yahoo.Com,7604856763.0,Lucknow,Uttar Pradesh,2023-12-11,Premium
Cust00057,Aditya Anderson,,6830040870.0,Bhopal,Madhya Pradesh,2024-07-23,Premium
Cust00058,Aadhya Brown,Aadhya.Brown58@Yahoo.Com,6234360915.0,Nagpur,Maharashtra,2024-12-03,Regular
Cust00059,Alexander Patel,Alexander.Patel59@Mail.Com,6988256872.0,Delhi,Delhi,2023-07-15,Premium
Cust00060,Alexander Smith,Alexander.Smith60@Gmail.Com,9170135921.0,Mumbai,Maharashtra,2023-03-10,Premium
Cust00061,Reyansh Wilson,Reyansh.Wilson61@Gmail.Com,9151592119.0,Surat,Gujarat,2021-07-02,New
Cust00062,Sophia Johnson,Sophia.Johnson62@Yahoo.Com,6896127318.0,Vadodara,Gujarat,2022-04-18,Regular
Cust00063,Aditya Rao,Aditya.Rao63@Yahoo.Com,9871443460.0,Kolkata,West Bengal,2022-03-30,Premium
Cust00064,Alexander Davis,Alexander.Davis64@Outlook.Com,7486886743.0,Indore,Madhya Pradesh,2021-09-04,Premium
Cust00065,Alexander Patel,Alexander.Patel65@Yahoo.Com,,Surat,Gujarat,2024-07-09,Regular
Cust00066,Saanvi Patel,Saanvi.Patel66@Outlook.Com,9292399773.0,Bhopal,Madhya Pradesh,2022-11-25,Vip
Cust00067,Rohan Gupta,Rohan.Gupta67@Mail.Com,6539196085.0,Ahmedabad,Gujarat,2023-12-04,New
Cust00068,James Davis,James.Davis68@Mail.Com,9766378908.0,Delhi,Delhi,2022-10-29,Premium
Cust00069,Saanvi Wilson,Saanvi.Wilson69@Mail.Com,6818494947.0,Bhopal,Madhya Pradesh,2024-01-30,Premium
Cust00070,Ishaan Williams,Ishaan.Williams70@Mail.Com,7467674476.0,Patna,Bihar,2022-08-24,Premium
Cust00071,Aryan Miller,Aryan.Miller71@Yahoo.Com,9745401958.0,Delhi,Delhi,2023-06-25,Vip
Cust00072,Isabella Nair,Isabella.Nair72@Outlook.Com,9394103594.0,Surat,Gujarat,2023-12-26,Vip
Cust00073,Vihaan Patel,Vihaan.Patel73@Mail.Com,8313250824.0,Indore,Madhya Pradesh,2024-02-26,Vip
Cust00074,Henry Williams,Henry.Williams74@Gmail.Com,8183546470.0,Agra,Uttar Pradesh,2024-11-28,Premium
Cust00075,John Sharma,John.Sharma75@Yahoo.Com,6439740334.0,Indore,Madhya Pradesh,2022-12-05,Regular
Cust00076,Evelyn Gupta,Evelyn.Gupta76@Gmail.Com,6847803291.0,Chennai,Tamil Nadu,2024-10-27,Vip
Cust00077,Henry Sharma,,7639109879.0,Hyderabad,Telangana,2024-04-02,Premium
Cust00078,Lucas Brown,Lucas.Brown78@Outlook.Com,6500636145.0,Nashik,Maharashtra,2022-05-14,Regular
Cust00079,Isabella Rao,Isabella.Rao79@Gmail.Com,9196248006.0,Nashik,Maharashtra,2023-10-05,Regular
Cust00080,Benjamin Davis,Benjamin.Davis80@Gmail.Com,8339314901.0,Ludhiana,Punjab,2023-08-04,Regular
Cust00081,Mia Brown,Mia.Brown81_At_Mail.Com,8644989272.0,Jaipur,Rajasthan,,Vip
Cust00082,Vivaan Kumar,Vivaan.Kumar82@Outlook.Com,7459800080.0,Agra,Uttar Pradesh,2023-11-12,Premium
Cust00083,Vihaan Wilson,Vihaan.Wilson83@Mail.Com,8532845746.0,Vadodara,Gujarat,2022-05-05,Vip
Cust00084,Henry Williams,Henry.Williams84@Outlook.Com,7318788403.0,Mumbai,Maharashtra,2023-11-27,Regular
Cust00085,Lucas Patel,Lucas.Patel85@Mail.Com,6781249622.0,Kanpur,Uttar Pradesh,2022-07-02,Premium
Cust00086,Kiara Williams,Kiara.Williams86@Outlook.Com,,Agra,Uttar Pradesh,2022-01-12,Regular
Cust00087,Anaya Singh,Anaya.Singh87@Gmail.Com,8519618529.0,Mumbai,Maharashtra,2023-10-10,Regular
Cust00088,William Smith,William.Smith88@Mail.Com,9291853043.0,Nashik,Maharashtra,2021-08-18,Regular
Cust00089,Alexander Garcia,Alexander.Garcia89@Gmail.Com,9307066016.0,Ludhiana,Punjab,2021-08-01,Regular
Cust00090,Myra Sharma,Myra.Sharma90@Outlook.Com,8387323147.0,Kolkata,West Bengal,2021-12-20,New
Cust00091,Charlotte Brown,Charlotte.Brown91@Mail.Com,8837722327.0,Jaipur,Rajasthan,2023-08-28,Regular
Cust00092,Myra Miller,Myra.Miller92@Mail.Com,7976057581.0,Hyderabad,Telangana,2024-11-09,Vip
Cust00093,Arjun Jones,Arjun.Jones93@Yahoo.Com,7730146055.0,Nashik,Maharashtra,2024-06-05,New
Cust00094,Ananya Johnson,Ananya.Johnson94@Yahoo.Com,7255735166.0,Hyderabad,Telangana,2021-07-04,New
Cust00095,John Iyer,John.Iyer95@Gmail.Com,8210509713.0,Nashik,Maharashtra,2021-11-15,Regular
Cust00096,John Reddy,John.Reddy96@Yahoo.Com,9394651349.0,Hyderabad,Telangana,2023-12-29,Premium
Cust00097,Riya Sharma,Riya.Sharma97@Gmail.Com,6139737245.0,Vadodara,Gujarat,2021-09-03,New
Cust00098,James Rao,James.Rao98@Outlook.Com,9697483848.0,Patna,Bihar,2024-11-20,Regular
Cust00099,Kabir Johnson,Kabir.Johnson99@Gmail.Com,9248964957.0,Lucknow,Uttar Pradesh,2023-11-24,Premium
Cust00100,Lucas Sharma,Lucas.Sharma100@Gmail.Com,9151543246.0,Bengaluru,Karnataka,2022-07-12,New
Cust00101,Saanvi Kumar,Saanvi.Kumar101@Mail.Com,8908564991.0,Indore,Madhya Pradesh,2023-12-17,Premium
Cust00102,Charlotte Nair,Charlotte.Nair102@Outlook.Com,9383266009.0,Bengaluru,Karnataka,2023-06-07,Regular
Cust00103,Myra Patel,Myra.Patel103@Gmail.Com,9819942770.0,Nagpur,Maharashtra,2022-07-04,Vip
Cust00104,Noah Smith,Noah.Smith104@Outlook.Com,9239651408.0,Kanpur,Uttar Pradesh,2023-08-13,Vip
Cust00105,Pari Brown,Pari.Brown105@Yahoo.Com,9258151146.0,Hyderabad,Telangana,,Premium
Cust00106,Amelia Jones,Amelia.Jones106@Outlook.Com,9480562915.0,Ahmedabad,Gujarat,2023-05-09,Regular
Cust00107,Ishaan Verma,Ishaan.Verma107@Mail.Com,7303419997.0,Nashik,Maharashtra,2023-01-01,Regular
Cust00108,Kiara Gupta,Kiara.Gupta108@Yahoo.Com,7356374256.0,Hyderabad,Telangana,2022-12-31,Premium
Cust00109,Ishaan Iyer,Ishaan.Iyer109@Outlook.Com,8473268212.0,Nashik,Maharashtra,2023-01-25,Premium
Cust00110,Ira Iyer,Ira.Iyer110@Yahoo.Com,8456649049.0,Ahmedabad,Gujarat,2021-07-11,Premium
Cust00111,Arjun Singh,Arjun.Singh111@Gmail.Com,9624316008.0,Patna,Bihar,2022-01-25,Regular
Cust00112,Amelia Davis,Amelia.Davis112@Yahoo.Com,9427064197.0,Lucknow,Uttar Pradesh,2023-12-28,Vip
Cust00113,Anaya Johnson,Anaya.Johnson113_At_Mail.Com,7656016860.0,Nashik,Maharashtra,,Regular
Cust00114,James Iyer,James.Iyer114@Yahoo.Com,6485924214.0,Bengaluru,Karnataka,2022-07-16,Vip
Cust00115,Benjamin Davis,Benjamin.Davis115@Yahoo.Com,7519861213.0,Jaipur,Rajasthan,2023-03-10,Premium
Cust00116,Kabir Brown,Kabir.Brown116@Mail.Com,7409676308.0,Mumbai,Maharashtra,2024-04-01,Premium
Cust00117,Abigail Garcia,Abigail.Garcia117@Yahoo.Com,7116742210.0,Kolkata,West Bengal,2023-01-15,Regular
Cust00118,Aarav Verma,Aarav.Verma118@Outlook.Com,8192345517.0,Ahmedabad,Gujarat,,Vip
Cust00119,Michael Iyer,Michael.Iyer119@Mail.Com,9380526766.0,Nashik,Maharashtra,2023-03-13,Premium
Cust00120,Rohan Reddy,Rohan.Reddy120@Outlook.Com,7427487069.0,Agra,Uttar Pradesh,2024-12-22,Vip
Cust00121,Amelia Jones,Amelia.Jones121@Outlook.Com,7602917984.0,Bhopal,Madhya Pradesh,2023-10-24,Vip
Cust00122,James Patel,James.Patel122@Yahoo.Com,8723116455.0,Ahmedabad,Gujarat,2024-12-07,Regular
Cust00123,Sophia Kumar,Sophia.Kumar123@Mail.Com,6158353824.0,Jaipur,Rajasthan,2022-01-20,New
Cust00124,Emma Verma,Emma.Verma124@Gmail.Com,9853307914.0,Ahmedabad,Gujarat,2024-08-09,Premium
Cust00125,Aryan Rao,Aryan.Rao125@Outlook.Com,6769654032.0,Hyderabad,Telangana,2021-10-30,Regular
Cust00126,Myra Gupta,Myra.Gupta126@Mail.Com,6159757124.0,Surat,Gujarat,2023-09-21,Vip
Cust00127,Abigail Jones,Abigail.Jones127@Gmail.Com,8252134379.0,Pune,Maharashtra,2022-05-30,Regular
Cust00128,Riya Gupta,Riya.Gupta128@Mail.Com,6849098886.0,Bhopal,Madhya Pradesh,2023-10-16,Vip
Cust00129,Aarav Wilson,Aarav.Wilson129@Outlook.Com,6145775539.0,Kanpur,Uttar Pradesh,2022-03-27,Vip
Cust00130,Michael Davis,Michael.Davis130@Yahoo.Com,6650878040.0,Ahmedabad,Gujarat,2023-06-05,Premium
Cust00131,Rohan Nair,Rohan.Nair131@Outlook.Com,6504288204.0,Nashik,Maharashtra,2022-06-19,Regular
Cust00132,,Rohan.Smith132@Outlook.Com,,Chennai,Tamil Nadu,2022-10-02,Regular
Cust00133,Aadhya Iyer,Aadhya.Iyer133@Gmail.Com,6911548967.0,Bengaluru,Karnataka,2021-10-19,Regular
Cust00134,Olivia Anderson,Olivia.Anderson134@Gmail.Com,6505475993.0,Agra,Uttar Pradesh,2024-07-28,Premium
Cust00135,Diya Singh,Diya.Singh135@Mail.Com,8192361447.0,Hyderabad,Telangana,2022-08-05,Regular
Cust00136,Henry Garcia,Henry.Garcia136@Gmail.Com,6304157942.0,Agra,Uttar Pradesh,2024-02-10,Regular
Cust00137,Arjun Jones,Arjun.Jones137@Mail.Com,9236571776.0,Surat,Gujarat,2022-01-07,Regular
Cust00138,Aadhya Rao,Aadhya.Rao138@Outlook.Com,8409311735.0,Agra,Uttar Pradesh,2022-10-22,Regular
Cust00139,Lucas Gupta,Lucas.Gupta139@Mail.Com,9134654722.0,Jaipur,Rajasthan,2022-07-30,New
Cust00140,Emma Verma,Emma.Verma140@Yahoo.Com,9471348848.0,Indore,Madhya Pradesh,2024-10-22,Premium
Cust00141,Rohan Nair,Rohan.Nair141@Gmail.Com,8798294005.0,Patna,Bihar,2023-02-26,Premium
Cust00142,William Sharma,William.Sharma142@Mail.Com,8561406882.0,Ludhiana,Punjab,2022-03-24,Regular
Cust00143,Emma Brown,Emma.Brown143@Gmail.Com,9343874566.0,Ludhiana,Punjab,2024-08-21,Regular
Cust00144,Vihaan Patel,Vihaan.Patel144@Gmail.Com,9437290100.0,Pune,Maharashtra,2023-02-03,Premium
Cust00145,Arjun Nair,Arjun.Nair145@Yahoo.Com,7336531677.0,Surat,Gujarat,2023-07-06,Regular
Cust00146,John Garcia,John.Garcia146@Gmail.Com,6400415621.0,Ahmedabad,Gujarat,2024-05-16,Premium
Cust00147,Aryan Verma,Aryan.Verma147@Yahoo.Com,,Delhi,Delhi,2022-12-20,New
Cust00148,Abigail Williams,Abigail.Williams148_At_Mail.Com,6147690834.0,Nagpur,Maharashtra,,Premium
Cust00149,Michael Sharma,Michael.Sharma149@Outlook.Com,,Nashik,Maharashtra,2023-11-20,Vip
Cust00150,Harper Williams,Harper.Williams150@Outlook.Com,6555089389.0,Agra,Uttar Pradesh,2024-05-12,New
Cust00151,Kiara Kumar,Kiara.Kumar151@Gmail.Com,7191844510.0,Ludhiana,Punjab,2023-02-10,New
Cust00152,Anaya Anderson,Anaya.Anderson152@Gmail.Com,7997647951.0,Chennai,Tamil Nadu,2023-12-10,Vip
Cust00153,Liam Garcia,Liam.Garcia153@Yahoo.Com,9396831273.0,Ludhiana,Punjab,2023-03-20,Regular
Cust00154,Charlotte Kumar,Charlotte.Kumar154@Yahoo.Com,9349830146.0,Delhi,Delhi,2022-06-27,Premium
Cust00155,Aadhya Verma,,7680294485.0,Nashik,Maharashtra,2022-10-08,New
Cust00156,Kiara Reddy,Kiara.Reddy156@Outlook.Com,6176657833.0,Surat,Gujarat,2022-04-04,Regular
Cust00157,Olivia Miller,Olivia.Miller157@Outlook.Com,9412322106.0,Agra,Uttar Pradesh,2021-08-06,Regular
Cust00158,Noah Wilson,Noah.Wilson158@Outlook.Com,9805512080.0,Nagpur,Maharashtra,2021-11-22,Regular
Cust00159,Henry Garcia,Henry.Garcia159@Mail.Com,9751870820.0,Vadodara,Gujarat,2024-05-15,Vip
Cust00160,Kiara Smith,Kiara.Smith160@Yahoo.Com,8589434256.0,Hyderabad,Telangana,2022-10-21,Vip
Cust00161,Harper Davis,Harper.Davis161@Gmail.Com,8582075743.0,Pune,Maharashtra,2024-08-24,Premium
Cust00162,Rohan Anderson,Rohan.Anderson162@Outlook.Com,9187516357.0,Vadodara,Gujarat,2022-04-14,Regular
Cust00163,Mia Sharma,Mia.Sharma163@Yahoo.Com,6897633403.0,Delhi,Delhi,2023-11-15,Regular
Cust00164,Amelia Williams,Amelia.Williams164@Mail.Com,8864486473.0,Lucknow,Uttar Pradesh,2023-05-05,Regular
Cust00165,Michael Jones,Michael.Jones165@Mail.Com,6410623993.0,Ahmedabad,Gujarat,2022-06-25,Premium
Cust00166,Aarav Wilson,Aarav.Wilson166@Outlook.Com,7570929255.0,Agra,Uttar Pradesh,2023-01-08,Regular
Cust00167,Amelia Wilson,Amelia.Wilson167@Mail.Com,,Kolkata,West Bengal,2023-11-13,Regular
Cust00168,Riya Singh,Riya.Singh168@Gmail.Com,8281806799.0,Jaipur,Rajasthan,2024-11-07,Regular
Cust00169,Harper Davis,Harper.Davis169@Yahoo.Com,8107156607.0,Mumbai,Maharashtra,2023-11-07,Premium
Cust00170,Amelia Kumar,Amelia.Kumar170@Mail.Com,9577176303.0,Patna,Bihar,2022-12-05,Regular
Cust00171,Michael Patel,Michael.Patel171@Yahoo.Com,7396468739.0,Vadodara,Gujarat,2021-11-13,Premium
Cust00172,Amelia Smith,Amelia.Smith172@Yahoo.Com,9781286134.0,Pune,Maharashtra,2022-03-22,Regular
Cust00173,Liam Kumar,Liam.Kumar173@Mail.Com,7241510509.0,Bengaluru,Karnataka,2024-05-07,Premium
Cust00174,Abigail Reddy,Abigail.Reddy174@Yahoo.Com,6777559423.0,Kanpur,Uttar Pradesh,2024-03-02,Regular
Cust00175,Riya Miller,Riya.Miller175@Mail.Com,7683485601.0,Hyderabad,Telangana,2022-09-06,Regular
Cust00176,Benjamin Smith,Benjamin.Smith176@Yahoo.Com,6442422662.0,Kanpur,Uttar Pradesh,2023-08-09,Premium
Cust00177,Kiara Sharma,Kiara.Sharma177@Outlook.Com,6165287000.0,Lucknow,Uttar Pradesh,2022-02-12,Premium
Cust00178,Anaya Verma,Anaya.Verma178@Outlook.Com,9431260784.0,Pune,Maharashtra,2024-08-30,Premium
Cust00179,Abigail Anderson,Abigail.Anderson179@Outlook.Com,9961584268.0,Lucknow,Uttar Pradesh,2023-06-07,Regular
Cust00180,Diya Singh,Diya.Singh180@Mail.Com,8501450537.0,Kolkata,West Bengal,2024-07-21,Premium
Cust00181,Amelia Gupta,Amelia.Gupta181@Mail.Com,,Pune,Maharashtra,2021-08-23,New
Cust00182,Rohan Nair,Rohan.Nair182@Gmail.Com,,Ludhiana,Punjab,2024-04-11,Premium
Cust00183,Alexander Rao,Alexander.Rao183@Outlook.Com,7394258670.0,Hyderabad,Telangana,2022-08-12,Premium
Cust00184,James Garcia,James.Garcia184@Outlook.Com,,Patna,Bihar,2023-08-30,New
Cust00185,Vivaan Williams,Vivaan.Williams185@Yahoo.Com,9790221180.0,Ahmedabad,Gujarat,2024-12-26,Regular
Cust00186,Reyansh Kumar,Reyansh.Kumar186@Mail.Com,8163278782.0,Jaipur,Rajasthan,2023-10-06,New
Cust00187,Henry Anderson,Henry.Anderson187@Mail.Com,8910715800.0,Patna,Bihar,2024-07-06,Vip
Cust00188,Liam Davis,Liam.Davis188@Gmail.Com,9503389825.0,Mumbai,Maharashtra,2022-12-05,Regular
Cust00189,Kabir Verma,Kabir.Verma189@Mail.Com,6250179318.0,Ludhiana,Punjab,2023-10-19,Vip
Cust00190,Pari Davis,Pari.Davis190@Outlook.Com,8251953364.0,Kolkata,West Bengal,2024-11-23,Premium
Cust00191,Emma Kumar,Emma.Kumar191@Yahoo.Com,9441114921.0,Ahmedabad,Gujarat,2024-02-03,Regular
Cust00192,Ishaan Garcia,Ishaan.Garcia192@Mail.Com,6738290623.0,Kanpur,Uttar Pradesh,2024-08-03,Premium
Cust00193,Isabella Wilson,Isabella.Wilson193@Outlook.Com,7702489740.0,Kolkata,West Bengal,2021-11-20,Regular
Cust00452,Aadhya Wilson,,8143533949.0,Bhopal,Madhya Pradesh,2022-10-17,Vip
Cust00194,Henry Gupta,Henry.Gupta194@Yahoo.Com,6454506806.0,Agra,Uttar Pradesh,2024-11-04,New
Cust00195,Liam Reddy,Liam.Reddy195_At_Yahoo.Com,8198073715.0,Nashik,Maharashtra,2022-04-11,Premium
Cust00196,Vihaan Kumar,Vihaan.Kumar196@Mail.Com,7637273677.0,Pune,Maharashtra,2024-05-08,Vip
Cust00197,Amelia Smith,Amelia.Smith197@Gmail.Com,8780505229.0,Ahmedabad,Gujarat,2023-11-27,Regular
Cust00198,Harper Brown,Harper.Brown198@Outlook.Com,6927580907.0,Indore,Madhya Pradesh,2022-08-26,Regular
Cust00199,Ananya Sharma,Ananya.Sharma199@Yahoo.Com,9729415010.0,Hyderabad,Telangana,,New
Cust00200,Pari Miller,Pari.Miller200@Mail.Com,7394391911.0,Agra,Uttar Pradesh,2021-08-16,Premium
Cust00201,Ananya Miller,,8857674720.0,Ahmedabad,Gujarat,2021-01-12,Vip
Cust00202,Vihaan Smith,Vihaan.Smith202@Gmail.Com,8803413874.0,Mumbai,Maharashtra,2023-04-27,Premium
Cust00203,Evelyn Johnson,Evelyn.Johnson203@Gmail.Com,9169744792.0,Vadodara,Gujarat,2022-04-13,Premium
Cust00204,Diya Davis,Diya.Davis204@Mail.Com,9434110361.0,Kanpur,Uttar Pradesh,2022-02-11,New
Cust00205,Mia Patel,Mia.Patel205@Gmail.Com,9299349714.0,Mumbai,Maharashtra,2022-05-27,Regular
Cust00206,Kiara Rao,Kiara.Rao206@Yahoo.Com,7157268351.0,Surat,Gujarat,2022-06-14,New
Cust00207,Pari Reddy,Pari.Reddy207@Yahoo.Com,6384053184.0,Kanpur,Uttar Pradesh,2024-12-09,New
Cust00208,Saanvi Verma,Saanvi.Verma208@Mail.Com,6472504153.0,Surat,Gujarat,2022-08-13,New
Cust00209,Reyansh Davis,Reyansh.Davis209@Yahoo.Com,9223800483.0,Chennai,Tamil Nadu,2024-02-13,Premium
Cust00210,Evelyn Verma,Evelyn.Verma210@Outlook.Com,9270457051.0,Lucknow,Uttar Pradesh,2023-05-05,Premium
Cust00211,Mia Garcia,Mia.Garcia211@Yahoo.Com,6737346037.0,Indore,Madhya Pradesh,2023-09-10,Vip
Cust00212,Liam Williams,Liam.Williams212@Outlook.Com,8919450756.0,Vadodara,Gujarat,2022-01-21,Vip
Cust00213,Vivaan Singh,Vivaan.Singh213@Yahoo.Com,8709872762.0,Ahmedabad,Gujarat,2023-04-28,Regular
Cust00214,Mia Williams,Mia.Williams214@Yahoo.Com,8284757079.0,Bengaluru,Karnataka,2022-06-28,Premium
Cust00215,Harper Johnson,Harper.Johnson215@Gmail.Com,6690374468.0,Kolkata,West Bengal,2024-02-07,Premium
Cust00216,Ishaan Williams,Ishaan.Williams216@Yahoo.Com,6930282074.0,Surat,Gujarat,2023-01-11,Regular
Cust00217,Evelyn Sharma,Evelyn.Sharma217@Yahoo.Com,8496353078.0,Vadodara,Gujarat,2021-06-18,Regular
Cust00218,Rohan Miller,Rohan.Miller218@Yahoo.Com,9464628392.0,Chennai,Tamil Nadu,,Premium
Cust00219,James Singh,James.Singh219@Yahoo.Com,9599206945.0,Kanpur,Uttar Pradesh,2022-01-08,Premium
Cust00220,Rohan Wilson,,6553609821.0,Surat,Gujarat,2023-02-11,New
Cust00221,Liam Smith,Liam.Smith221@Outlook.Com,6670921009.0,Bengaluru,Karnataka,2022-04-18,Regular
Cust00222,Noah Anderson,Noah.Anderson222@Mail.Com,9230514870.0,Bhopal,Madhya Pradesh,2023-07-06,Regular
Cust00223,Riya Sharma,Riya.Sharma223@Outlook.Com,9579715798.0,Delhi,Delhi,2024-10-17,Regular
Cust00224,Ananya Patel,Ananya.Patel224@Gmail.Com,6562890681.0,Kanpur,Uttar Pradesh,2024-01-09,Premium
